,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
462,462,Alastair Cook stepped down as England's Test captain after 59 matches in charge. The 32-year-old had taken over from Andrew Strauss and since became England's most successful captain in the traditional format. Joe Root is like to take over as Test captain.,"Soon after the announcement of Alastair Cook's resignation as England Test captain, Kevin Pietersen asked for his return to the national side, tweeting, ""#BringBackKP"". Pietersen, who last played a Test against Australia in Sydney back in January 2014, was ousted from the team due to differences with the team management, including the former captain Andrew Strauss and coach Andy Flower.","Pietersen tweets ""BringBackKP"" after Cook's resignation",5,5,5,5,5,5,shradha,5,5,5,5,3,3,raj,http://indiatoday.intoday.in/story/kevin-pietersen-alastair-cook-england-captaincy/1/875974.html 
463,463,"The Delhi Commission for Women conducted a surprise inspection to the Asha Kiran home for mentally challenged women. The team, comprising DCW chief Swati Maliwal, and other members and staff of the commission, conducted the visit on Saturday night and left the home on Sunday morning. The commission also discovered 11 unreported deaths in the last two months in the home.","A surprise Delhi Commission for Women inspection of Asha Kiran home for mentally challenged women on Saturday revealed 11 unreported deaths in two months. DCW officials also found patients roaming in the corridors in the nude while the CCTV footage was being monitored by male staffers. The patients were also being made to do the staff's personal chores, it found.",11 deaths in 2 months in Delhi mental health facility: DCW,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/asha-kiran-mental-care-unit/1/875586.html 
464,464,Hrithik Roshan and Yami Gautam-starrer Kaabil is not lagging far behind. The revenge drama joined the 100 crore bandwagon in its second weekend. Kaabil also became the first Bollywood film to release in Pakistam.,"The Hrithik Roshan and Yami Gautam starrer 'Kaabil' has entered the ?100 crore club on the eleventh day of its release, as per the film's makers. The film collected ?9.22 crore on February 4, taking the total to ?106.25 crore. Notably, 'Kaabil' released on January 25, sharing its release date with the Shah Rukh Khan starrer 'Raees'. ",Kaabil enters ?100 crore club on 11th day of its release,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/shah-rukh-khan-raees-mahira-khan-kaabil-hrithik-roshan-collection/1/875060.html 
465,465,"This is the first time a special rose is named after a President. While the rose named after Mukherjee is yellow, the one in name of his wife is pink-purple. The roses, which are on display in the main Mughal Gardens have not flowered yet.","Special roses have been named after President Pranab Mukherjee and his wife Suvra at the Mughal Gardens in Rashtrapati Bhavan. The 'President Pranab' rose is yellow, while the 'Suvra Mukherjee' rose is pinkish-purple. This is the first time a rose has been named after a President, although the Mughal Gardens already have roses named after Queen Elizabeth and Christian Dior. ","Mughal Gardens roses named after Pranab Mukherjee, wife",5,5,5,5,5,5,shradha,5,4,5,4,3,4,raj,http://indiatoday.intoday.in/story/mughal-gardens-to-display-roses-named-after-president-wife/1/874103.html 
466,466,"Ahsan Iqbal says Pakistan is an election issue in the state assembly elections in India. ""We are hoping that by March these state elections will be over and maybe then there will be a better environment to pursue peace talks with India. But we are totally committed,"" he said.","Pakistani Minister Ahsan Iqbal has said there will be a better environment to pursue peace talks with India after Assembly elections in India will be over. Alleging Pakistan is an election issue in the state Assembly elections in India, Iqbal further said, ""This is a bit unfortunate that they (India) are taking, you know, strong positions along the electoral cycle"".",Pakistan hopes to resume talks with India post state polls,5,5,5,4,4,4,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/pak-hopes-to-resume-talks-with-india-after-assembly-elections/1/874618.html 
467,467,"Udyan Das, 32, strangulated his live in partner, put her into a wooden box, converted the wooden box into a cement slab by pouring several bags of cement concrete and water into and slept on it. Police drilled out the body that was burred in concrete at a home in the city's Saket Nagar suburb and arrested the accused late Thursday night.","The dead body of a 28-year-old missing West Bengal woman has been recovered from a concrete tomb inside a home in Bhopal, Madhya Pradesh. The woman was allegedly killed by her live-in partner, a 32-year-old man named Udyan Das who claims to be an ex-IITian. The two had met each other on Facebook around eight months ago, the police said.","Bhopal man murders live-in partner, buries body in concrete",5,5,5,5,5,5,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/bhopal-man-murders-live-in-partner-buries-body-in-concrete/1/873627.html 
468,468,"Rahul Gandhi accused Delhi Chief Arvind Kejriwal of supporting extremists. Speaking during a sanjha chulha (community kitchen) event in Sangrur. Six people, including a Congress worker were killed in a car blast in Bathinda's Maur.","On the last day of campaigning for the Punjab Assembly polls, Congress Vice President Rahul Gandhi on Thursday said Delhi CM and AAP Convener Arvind Kejriwal is backing extremists. ""A few days ago, six people were killed in a bomb blast. Kejriwalji, who is the CM of Delhi, is helping these negative forces to flourish in the state,"" Gandhi said.","Arvind Kejriwal backing extremists, says Rahul Gandhi",5,5,5,5,5,5,shradha,5,5,5,5,4,4,raj,http://indiatoday.intoday.in/story/punjab-assembly-election-arvind-kejriwal-backing-extremists-rahul-gandhi/1/872904.html 
469,469,The Aurangabad bench of the Bombay High Court has ordered a three-member committee to review the Akshay Kumar-starrer Jolly LLB 2. The court also asked the committee to find out whether the allegations levelled by petitioner Ajaykumar Waghmare are true.Waghmare is a practising lawyer from Nanded.,The Aurangabad bench of the Bombay High Court ordered a three-member committee to review the Akshay Kumar-starrer 'Jolly LLB 2' on Wednesday. The court also asked the committee to find out whether the allegations levelled by petitioner Ajaykumar Waghmare are true. Waghmare had stated that the film is an attempt to malign the reputation of the legal profession.,Bombay High Court to appoint committee to review Jolly LLB 2,5,5,5,5,5,5,shradha,5,5,5,5,4,4,rahul,http://indiatoday.intoday.in/story/akshay-kumar-jolly-llb-2-bombay-high-court-amicus-curiae/1/871218.html 
470,470,"Pakistan Peoples Party chairman Bilawal Bhutto Zardari has warned the Trump administration against including his country in the list of travel ban nations. He said such a move will create a ""host of hostilities"" between the two countries.","Pakistan Peoples Party chairman Bilawal Bhutto has warned US President Donald Trump's administration against including Pakistan in the list of banned nations, saying such a move will create a ""host of hostilities"" between the two countries. Earlier, White House hinted that Pakistan could be included in the list and Pakistani visitors are subject to ""extreme vetting"" under existing US regulations.",Bilawal Bhutto warns US against travel ban for Pakistanis,5,5,5,4,4,4,shradha,5,5,5,5,4,5,rahul,http://indiatoday.intoday.in/story/bilawal-bhutto-zardari-donald-trump-travel-ban/1/870507.html 
471,471,"Anjali Lama is a transgender model from Nepal. She is the first from the 'other' category to walk at the Lakme Fashion Week. Born Nabin Waiba, she came out in 2003.","Anjali Lama, who is the first transgender model to walk at the Lakmé Fashion Week, said that she has heard that yoga guru Baba Ramdev claims he can change gay people to straight. ""He can keep trying but that's never going to happen,"" added Anjali. However, she added that she is fond of the affordable products from Ramdev's Patanjali brand.",Ramdev can't make gay people straight: Transgender model,5,5,2,1,1,1,shradha,5,5,5,5,3,5,rahul,http://indiatoday.intoday.in/story/anjali-lama-lakme-fashion-week-transgender-model-nepal-lifest/1/870094.html 
472,472,"The incident happened at 8.05 am when the bus attached with Amity International School in sector-43, Gurgaon was carrying students to school. Bus driver, Satyaveer Singh, noticed smoke billowing from the bonnet and raised an alarm.","A bus, carrying 35 students to Amity International School, caught fire near Gurugram's Huda City Centre metro station on Monday. The bus driver raised an alarm upon noticing smoke coming out of the bonnet and the students were safely evacuated. The incident will be probed and action will be taken if any laxity is found, said an official.",Bus carrying school students catches fire in Gurugram,5,5,4,4,4,4,shradha,5,5,5,5,3,4,rahul,http://www.hindustantimes.com/delhi/school-bus-with-35-students-on-board-catches-fire-near-huda-city-centre-metro-station-in-gurgaon/story-IIHIxylTSrOQ12giocPUgK.html 
473,473,Arvind Kejriwal is embroiled in a fresh controversy over staying in the house of Khalistan Liberation Front (KLF) activist Gurwinder Singh. Congress and Akali Dal have repeated their charge against AAP of hobnobbing with anti-Punjab and pro-Khalistan radical forces. Hindu organisations have also come out in the open against Arvind Kejriwal and AAP.,"Delhi CM Arvind Kejriwal has sparked a controversy for staying in the house of alleged ex-militant and Khalistan Liberation Front activist Gurwinder Singh during his Punjab visit on Saturday. Singh, an acquitted Khalistan Commando Force militant, is accused of inciting Sikh-Hindu riots in Punjab and was jailed in various cases including murder. He is reportedly working for KLF from England.",Kejriwal sparks row by staying in alleged ex-militant house,5,5,5,5,5,5,shradha,5,5,5,5,4,5,rahul,http://indiatoday.intoday.in/story/punjab-polls-arvind-kejriwal-khalistani-terrorist-house/1/869769.html 
474,474,"About 70,000 tax officers and employees in the country will wear black bands at work on Monday, on Martyrs Day. They are protesting some recent decisions taken by the GST Council headed by Finance Minister Arun Jaitley. The associations representing them said the decisions are heavily tilted towards the states.","About 70,000 tax officers in India will wear black bands at work on Monday, on Martyrs' Day, to protest recent GST Council decisions. The basic structure of GST scheme is being compromised, which may lead to utmost chaos, associations said. Notably, the council agreed to give states power to administer 90% of taxpayers under ?1.5 crore annual turnover, among others.",70k tax workers to wear black bands to protest GST decisions,5,5,5,5,5,5,shradha,5,5,5,5,5,5,rahul,http://indiatoday.intoday.in/story/gst-protest-70k-tax-officers-to-wear-black-bands-to-work/1/869291.html 
475,475,The National Green Tribunal has granted permission to the 21 Gun Salute Heritage and Cultural Trust to conduct their International Vintage Car Rally in February. The rally will take place from February 17 to 19. The tribunal had earlier banned all petrol and diesel vehicles older than 15 years in the national capital.,National Green Tribunal has given its permission to conduct the seventh edition of 21 Gun Salute International Vintage Car Rally between February 17-19 in Delhi. The tribunal made an exception to its 2014 order banning all vehicles older than 15 years in the national capital following a plea by show organisers that said the event raises funds for spastic children.,Vintage Car Rally to be held in Delhi from February 17 ,5,5,5,4,4,4,shradha,5,5,5,5,5,5,rahul,http://www.hindustantimes.com/delhi/delhi-s-vintage-car-rally-gets-go-ahead-from-green-tribunal/story-2S4RUxlowP2OA0MVPLY5gO.html 
